image_hash,family,decision,notes,url_link,caption,source_batch
e291af82274868828f158594ef94fb55,compositional_formation,fits,,https://i.pinimg.com/736x/e4/a6/51/e4a651e69ad6908e101bbf71e4c59708.jpg,"A whimsical arrangement of {Object} imitating a tree, with creative touches like {Material} for branches and {Item} for leaves.",batch1
e255b2c5d74978e6e5e70df7e43836d0,compositional_formation,fits,,https://img1.etsystatic.com/203/0/5236506/il_340x270.1263092685_78ni.jpg,A heart-shaped arrangement made with {Objects} of different {Colors} and {Shapes}.,batch1
e4402b2e7348f555b141c775291a2957,compositional_formation,fits,,https://us.123rf.com/450wm/vsurkov/vsurkov1310/vsurkov131000013/23018109-burning-match-in-hand-near-the-model-of-the-house.jpg?veru003d6,Fire is ignited from a {Match} to form a {Scene/Object}.,batch1
f9575588fb765aac970bc1766efd47f6,compositional_formation,fits,,https://i.pinimg.com/736x/44/d2/bd/44d2bd716582c8f399f6a0a51bce66d4.jpg,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,batch1
ff03babbb0d4908dc16cb99716d5608e,compositional_formation,boundary_reject,,https://us.123rf.com/450wm/dogfella/dogfella1509/dogfella150900100/45058834-wei%C3%9F-gl%C3%BChbirne-au%C3%9Ferhalb-der-zeichnung-box-gl%C3%BChend-denken-au%C3%9Ferhalb-der-box-oder-anderes-konzept-zu-sein.jpg?ver=6,"Visual representation of {Symbol} for embodying {Concept} or {Process}, using {Object} in a creative way.",batch1
e602b6e92f6c54573e1bb4ad48667e69,temporal_transformation,boundary_reject,,http://cute-n-tiny.com/wp-content/uploads/2010/05/cute-penguin-bento-400x300.jpg,Imaginative food arrangements transforming {Ingredients} into recognizable {Shapes} or {Characters}.,batch2_temporal
e0fa6b5ae10efedbd0d7132ab05cf39f,temporal_transformation,fits,,https://images-na.ssl-images-amazon.com/images/I/417Dc3ix1yL._SL480_.jpg,"A series of images showcasing {Action} performed by a {Person} with a {Object}, highlighting the progression of {Motion}.",batch2_temporal
e21d6504d352830ab076256736f498d7,temporal_transformation,fits,,https://photos.smugmug.com/Trips/2015-Portland/i-k7Z5sR8/6/c588a0ff/S/Lunar%20Eclipse%206%20Sequence-S.jpg,"The progression of {Celestial Event} across its stages, including changes in {Appearance}, {Color}, and {Moon/Planet Position}.",batch2_temporal
ebd67189cf79d3ab02d0a14cbb5c4247,temporal_transformation,fits,,http://notedlist.com/wp-content/uploads/2015/07/wine-barrel-project-ideas/6-wine-barrel-project-ideas.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",batch2_temporal
ee75ff67be9685d5e0f8f83c519954c1,temporal_transformation,fits,,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",batch2_temporal
ed83ebbc55d3e4338818b3dbb02fe695,temporal_transformation,fits,,https://i.dailymail.co.uk/i/pix/2017/10/18/21/4577E3A800000578-0-image-a-108_1508356961338.jpg,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,batch2_temporal
f910f8cd550d71199357803316171d8e,temporal_transformation,fits,,https://s.hdnux.com/photos/33/73/21/7320648/3/920x920.jpg,"Visual representation of the {Cycle} of the {Object}, showcasing the sequence of phases or transformations step by step.",batch2_temporal
fd170b47807317844cf1df55b1bce272,temporal_transformation,fits,,https://us.123rf.com/450wm/beaubelle/beaubelle1509/beaubelle150900004/44846317-%E7%94%9F%E5%91%BD%E3%81%AE%E6%A8%B9%E3%80%81%E3%83%8F%E3%83%BC%E3%83%88%E5%BD%A2%E3%81%AE%E6%9E%9D%E3%81%A8%E6%A0%B9.jpg?ver=6,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",batch2_temporal
fdf627ab7822e2b6cc8ae8c676b516b7,temporal_transformation,boundary_reject,,https://s.calendarr.com/upload/articles/mo/on/moon-phases_a_m.jpg,"Step-by-step transformation of the {Celestial Body}'s phases as viewed from Earth, showing gradual changes in {Appearance} and {Position}.",batch2_temporal
f436407c7327b61dd5d50424323fb0b6,temporal_transformation,boundary_reject,,https://2shopper.files.wordpress.com/2015/03/874_3_danmug-5.jpg?w=600&,"Visuals showcasing {Object} in its original and altered states, transformed by {Environment} or {Temperature}.",batch2_temporal
e0077c41c38d5e6857a4d343c0cbc889,temporal_transformation,fits,,https://i0.wp.com/s2.storage.snapzu.com/b8/2d/a3/45/Maternitus/snaps/a4/7e/185241/thumbs/61bb37facb6d21a1_fpi_large.jpg,"A transformation story of {Subject} from its initial state to a refined, enhanced version, emphasizing changes in {Appearance}, {Design}, or {Function}.",batch2_temporal
e91c016d738c8981682a96d5d19a8ffc,temporal_transformation,fits,,https://us.123rf.com/450wm/yderbisheva/yderbisheva2012/yderbisheva201200010/160438373-watercolor-cocoa-set-with-leaves-hand-painted-gold-linear-fruits-isolated-on-white-background-autumn.jpg?ver=6,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",batch2_temporal
f2966d51184794c093887e3b8f09a82e,temporal_transformation,boundary_reject,,https://static.vecteezy.com/system/resources/previews/000/295/208/non_2x/vector-people-in-summer-and-winter.jpg,"Visual representation of how {Season} impacts {People}, {Clothing}, and {Weather}.",batch2_temporal
f1ff4ab844a704d88cb60740bfed50cc,temporal_transformation,fits,,https://img.freepik.com/free-photo/customer-service-evaluation-rating-feedback-satisfaction-survey-concept-hand-holding-sad-failed-emoticon-face-wooden-ball-dark-background_36367-2195.jpg?size=626&ext=jpg,"Visual representation of {Object} with evolving {Features} or {Emotions}, illustrating changes in {Theme} or {Feeling}.",batch2_temporal
e290b68c2085e90365d1c16a4b4609c8,temporal_transformation,boundary_reject,,https://www.syfy.com/sites/syfy/files/styles/1170xauto/public/shutterstock_eclipsesequence_svalbard.jpg?timestamp=1500920475,"Visual representation of the {Event} transitioning from its initial phase ({Subject 1}) to its final stage ({Subject N}), showcasing the gradual development of {Action}.",batch2_temporal
f37aebc58e6f499c7b3bdf740e730ca1,temporal_transformation,fits,,https://us.123rf.com/450wm/mathisa/mathisa1606/mathisa160600092/60898309-isolated-five-bar-swordtail-butterfly-life-cycle-antiphates-pompilius-on-twig-with-clipping-path.jpg?ver=6,"The life cycle of a {Insect}, showcasing its development from a {larva} through metamorphosis to a fully formed {adult}.",batch2_temporal
ea1420666aa1e3fa5fb6b25561688fff,temporal_transformation,fits,,https://coolcreativity.com/wp-content/uploads/2014/05/egg-carton-flower-f.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,batch2_temporal
f16b49b38517684a39799a2881b3b3a9,temporal_transformation,boundary_reject,,https://imgc.artprintimages.com/img/print/paul-harcourt-davies-common-swallowtail-butterfly_u-l-pzflw30.jpg,Visual representation of {Insect} transitioning from {Pupa} to {Adult} during metamorphosis.,batch2_temporal
ea7b131201f4ec87f23caade7326f630,temporal_transformation,fits,,https://images.squarespace-cdn.com/content/v1/566763bf25981d4412e0f3ff/1458608823753-L5ATZQL34ALWBSR2D08J/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PICHnXC1b9smDvYLPdL-DS7U1pkhCtl83kemXd5r3C5ngKMshLAGzx4R3EDFOm1kBS/Munny+13,"Hand-drawn design for {Character/Object} transformed into a physical prototype, displayed alongside its sketch.",batch2_temporal
e9059a0f6a75a3c71ef8fdd2b599b839,temporal_transformation,boundary_reject,,https://us.123rf.com/450wm/dmstudio/dmstudio1902/dmstudio190200036/124987922-vector-set-of-pans-with-small-pancakes-fried-egg-omelet-and-grilled-sausages-collection-of-breakfast.jpg?ver=6,"Different cooking stages of {Food Item} in {Utensil}, including {Ingredient 1}, {Ingredient 2}, {Ingredient 3}, {Ingredient 4}.",batch2_temporal
fec41d2a8ae1a3702dd12e0ab695cdaa,temporal_transformation,fits,,https://piximus.net/media2/48647/thumb_fw.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,batch2_temporal
eeb47991ca59d3ad8b44eb97ded966a1,temporal_transformation,fits,,https://www.welovesolo.com/wp-content/uploads/vecteezy/03/bd1n0vjinyq.jpg,"The life cycle of {Plant} unfolds through the stages: {Seed}, {Sprout}, {Leaves/Buds}, {Flower}, {Fruit/Seed Dispersal}",batch2_temporal
e3464a9bb0929afddf862d7ff86fbd0c,temporal_transformation,boundary_reject,,https://us.123rf.com/450wm/panicattack/panicattack2103/panicattack210300137/166560340-collection-of-various-different-legs-hips-or-ankle-stretching-warm-up-exercises-by-fit-woman-full-bo.jpg?ver=6,"Comprehensive view of {Exercise} performed by {Person}, showcasing various stages of motion in {Clothing}.",batch2_temporal
f6dbc7bb4d783966b717282ba0ad3bd7,temporal_transformation,boundary_reject,,https://marcobarsanti.files.wordpress.com/2015/10/david-wojnarowicz.jpg?w=698&h=545,"""Sequential images capturing {Animal} climbing up a {Rocks/Cliffside} in various stages.""",batch2_temporal
e662ccd0b2764ab04d4b4ac5d7f3d24f,temporal_transformation,fits,,https://lovingitvegan.com/wp-content/uploads/2020/12/Vegan-Ginger-Cookies-Collage-2.jpg,"Visual representation of the {Process} of making {Food Item} from {Raw Material}, illustrating each stage with {Ingredients}, {Tools}, and {Environment}.",batch2_temporal
e64769e22e0a62fe6aa93b7798cef8f4,temporal_transformation,fits,,http://sensiblysara.com/wp-content/uploads/2016/12/2-ingredient-biscuits.jpg,"Detailed process of crafting {Food Item} with {Ingredients} and {Tools}, progressing from {Ingredient Combination} to {Final Product}.",batch2_temporal
e99869e4007725d5e9227298a8aaeb09,temporal_transformation,boundary_reject,,https://i.ytimg.com/vi/Ow1O2RWSDP4/hqdefault.jpg,Inventive transformations of {Object} into extraordinary {Hair Style} using unexpected {Items}.,batch2_temporal
fd3eec0969e39390d8a7a8cf00050a36,temporal_transformation,boundary_reject,,https://www.insofta.com/tml12/vista-artistic-icons/preview/robot-search.png,"The progression of {Object} through various stages: {Initial State}, {Intermediate Stage 1}, {Intermediate Stage 2}, {Final Stage}",batch2_temporal
df060e263ffcb757d257f8e7e61aaad4,temporal_transformation,fits,,http://d2jv9003bew7ag.cloudfront.net/uploads/8613006112007329-450x404.jpg,"Step-by-step {Process} presented through four sequential stages: {Initial State}, {Transformation 1}, {Transformation 2}, {Final Outcome}, highlighted by evolving {Details} and {Textures}.",batch2_temporal
e6a4c118dc80a2c4835737319d43ca4b,temporal_transformation,fits,,https://frakerfire.com/wp-content/uploads/2021/04/Facts-About-Fire-Spread-You-May-Have-Not-Known-e1618426343904.jpg,"""Progression of {Object} from initial state to final state, illustrated by incremental changes in {Appearance}.""",batch2_temporal
fed9fc9fae675ca840f42c9e34601329,temporal_transformation,fits,,https://images-na.ssl-images-amazon.com/images/I/81k97bXKbIL._AC_SL1500_.jpg,"""Step-by-step instructions for using {Object} to achieve {Action}, illustrated with multiple stages of {Process}.""",batch2_temporal
f2ca22b8f0c8689313458f9747b1ffa1,temporal_transformation,fits,,https://lh6.ggpht.com/LiihdLifP6-fcXU1rA5VpMkqL-u8yOVKnQowbzq5EIn2g7AaCJeobIwadIi0PBmk6KE=h900,Step-by-step depiction of transforming {Subject} into a {Theme/Transformation}.,batch3_temporal
ec08493b332e34f67466a3e600de4cd6,temporal_transformation,fits,,https://cdn.shopify.com/s/files/1/0292/5664/6690/products/0540DAE7-23E4-411E-B699-11C2DE5751F7_800x800_crop_center.jpg?v=1605458516,"The evolution of a {Subject} into a detailed {Completed Sculpture}, showcasing the artistic transformation from initial concept to finished piece.",batch3_temporal
dfaea76f6feb71af9edc4d6dae028b99,temporal_transformation,fits,,https://theawesomer.com/photos/2010/06/061510_Anti_Theft_Lunch_Bag_3.jpg,"Visuals highlighting {Food} in different conditions: fresh versus decayed, packaged versus spoiled, or uncooked versus overcooked.",batch3_temporal
e3de6a329c319969bed266128980fb8d,temporal_transformation,fits,,https://ucnrs.org/wp-content/uploads/images/2011/03/Frogs-300x280.jpg,"A visual representation of the life cycle of a {Animal}, showing the evolution from {Stage 1} through {Stage 2}, {Stage 3}, and concluding with {Stage 4}.",batch3_temporal
e69ba9d3cb34cd1b8326d6eff7c291df,temporal_transformation,fits,,https://us.123rf.com/450wm/weerapat/weerapat1611/weerapat161100251/67303082-hand-watering-green-plants-growing-on-a-pile-of-golden-coins--green-business-and-investment--busines.jpg?ver=6,"Visual representation of {Plant} growing from stacked {Coins}, illustrating {Growth} or {Accumulation}.",batch3_temporal
e2b56cd05fa912ab335f96a8fb2657fa,temporal_transformation,fits,,https://tse4.mm.bing.net/th?id=OIP.E6-hFxwen3i0FCFNUDk_pgHaHa&pid=Api&P=0&w=300&h=300,Step-by-step guide on transforming {Material} into an elegant {Flower}.,batch3_temporal
f6875b4ab38c43cc05aadde4063d41b5,temporal_transformation,fits,,"https://static.wixstatic.com/media/d17fe1_1a078d2399d14147a2099b78f1b6fd12~mv2.jpg/v1/fill/w_454,h_341,fp_0.50_0.50,q_90/d17fe1_1a078d2399d14147a2099b78f1b6fd12~mv2.jpg",Progression of {Species} through various {Stages of Development} over time.,batch3_temporal
ebcd46cf0fa1b6e220460c70c0f5098f,temporal_transformation,fits,,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/MaroDek/products/958116/shirt-1553241425-0015b72cbc8c735e1a64720a0033ecc7.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJpZl8iLCBbeyJ0IjogImV4cHIiLCAidiI6IFsiaGFzX2FscGhhIiwgbnVsbCwgbnVsbF19LCB7InQiOiAiY29tcCIsICJ2IjogWyJ0aHJlYWRsZXNzLW1lZGlhL2FydGlzdF9zaG9wcy9zaG9wcy9NYXJvRGVrL3Byb2R1Y3RzLzk1ODExNi9zaGlydC0xNTUzMjQxNDI1LTAwMTViNzJjYmM4YzczNWUxYTY0NzIwYTAwMzNlY2M3LnBuZyIsIFtbInRyaW0iLCBbdHJ1ZSwgZmFsc2VdLCB7fV0sIFsicmVzaXplIiwgWzU0OC41NzE0Mjg1NzE0Mjg2LCA0MTEuNDI4NTcxNDI4NTcxNF0sIHsibWF4X3NjYWxlIjogMi4wfV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzY4NS43MTQyODU3MTQyODU3LCA1MTQuMjg1NzE0Mjg1NzE0Ml0sIHsiYmFja2dyb3VuZCI6ICJmZmZmZmYifV1dXX0sIHsidCI6ICJjb21wIiwgInYiOiBbInRocmVhZGxlc3MtbWVkaWEvYXJ0aXN0X3Nob3BzL3Nob3BzL01hcm9EZWsvcHJvZHVjdHMvOTU4MTE2L3NoaXJ0LTE1NTMyNDE0MjUtMDAxNWI3MmNiYzhjNzM1ZTFhNjQ3MjBhMDAzM2VjYzcucG5nIiwgW1sicmVzaXplIiwgWzY4NS43MTQyODU3MTQyODU3LCA1MTQuMjg1NzE0Mjg1NzE0Ml0sIHsibWF4X3NjYWxlIjogMi4wfV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzY4NS43MTQyODU3MTQyODU3LCA1MTQuMjg1NzE0Mjg1NzE0Ml0sIHsiYmFja2dyb3VuZCI6ICJmZmYifV1dXX1dLCB7fV0sIFsiZW5jb2RlIiwgWyIucG5nIl0sIHsiZHBpIjogMzAwfV0sIFsicmVzaXplIiwgWzE2MjRdLCB7fV0sIFsib3ZlcmxheSIsIFsidGhyZWFkbGVzcy1tZWRpYS9hcnRpc3Rfc2hvcHMvb3ZlcmxheXMvMTlmMTQ5MTQ2YmM5NjAxNjIwOGUwMTEwMDllMjlmMzcvZnJvbnQtMTQ3MzI3NTc1Mi05ODgzZWZkYmI4MGNlOTg4N2JjZTlkYWZjZWVmOWE0Zi5wbmciXSwgeyJ5IjogMzkxLCAieCI6IDE4OCwgImJhY2tncm91bmQiOiAiZmZmZmZmIn1dLCBbInJlc2l6ZSIsIFs4MDBdLCB7fV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzgwMCwgODAwLCAiI2ZmZmZmZiJdLCB7fV0sIFsiZW5jb2RlIiwgWyJqcGciLCA4NV0sIHt9XV19,"""Sequential stages of {Animal} performing a {Movement/Action} captured in multiple frames.""",batch3_temporal
fccb407244818cb4573be8075adedc73,temporal_transformation,fits,,https://www.interestinginsects.com/static/img/butterfly-hatching-730.jpg,A comprehensive portrayal of the {Living Organism}'s metamorphosis from its initial stage to its mature form through various transitional phases.,batch3_temporal
ec791918a8cbd2b9b06a5563802e4def,temporal_transformation,boundary_reject,,https://us.123rf.com/450wm/vsviridova/vsviridova2006/vsviridova200600061/150380916-pink-summer-peony-flowers-peep-out-from-circles-cut-out-in-paper-.jpg?ver=6,"The visual journey of {Flower} from its initial {Bud} stage through the lens of time, displayed on a {Colorful Background}",batch3_temporal
f13b2aeb30cbce7ac8b1c5c3ea5353b6,temporal_transformation,fits,,https://us.123rf.com/450wm/hadkhanong/hadkhanong1610/hadkhanong161000010/66538459-drawing-of-set-of-monkey-head-with-pattern-for-coloring-on-white-background.jpg?ver=6,A step-by-step illustration of creating a detailed {Subject} with evolving {Details} and refined {Colors}.,batch3_temporal
f67b333a9c4d51feed5060a33cf807b1,temporal_transformation,fits,,https://www.boredpanda.com/blog/wp-content/uploads/2017/04/268927_2243869856197_7884091_n-590307863de1b__700.jpg,A side-by-side comparison showing the transformation of {Person} over time in {Setting}.,batch3_temporal
fe49aaa60e6b4b13b7a2d795a033f8f7,temporal_transformation,fits,,https://photos.smugmug.com/photos/i-6vVk9Db/1/L/i-6vVk9Db-L.jpg,"Step-by-step visual representation of the {Subject} performing a {Action}, showing gradual progression from {Starting Position} to {Ending Position}.",batch3_temporal
df3d12e5c87e8438665b166b37a72fa1,temporal_transformation,fits,,"https://lumiere-a.akamaihd.net/v1/images/pt_disneymagicmoments_learntosketchwickettheewok_20003_89bad6ca.jpeg?region=0,0,600,450","""Step-by-step drawing process of a {Character} with progressive refinement of {Features} and final touches for {Details}.""",batch3_temporal
f0e492741a76fd2ed688a5ea62fcedaa,temporal_transformation,fits,,https://images.squarespace-cdn.com/content/538bad56e4b0c3b633f728e7/1407735580496-1CN20NL7G0R67I20AOCX/MU036.jpg?content-type=image%2Fjpeg,Progressive motion stages of {Subject} captured in sequential images across various {Actions} or {Positions}.,batch3_temporal
fd74380fbd21b18bd4274cf2317eaf8f,temporal_transformation,fits,,https://ytimg.googleusercontent.com/vi/eNmtQqGedB0/hqdefault.jpg,Illustration of how {Object} undergoes a transformation from {Condition 1} to {Condition 2} through modification or repair.,batch3_temporal
e630c221d330f91a2d595203d72f1af9,temporal_transformation,fits,,https://i.pinimg.com/736x/a8/85/f5/a885f501a32bf8416777350ffe55e562.jpg,"""Creative carvings of {Fruits} transformed into intricate designs of {Objects} or {Characters}.""",batch3_temporal
f8a206e15af169b1b0ba608a9e14f757,temporal_transformation,fits,,https://elanaklemm.com/wp-content/uploads/2019/11/1908.m00.i004.n022.S.c12.Love_-1-scaled.jpg,Visual representation of {Relationship} transforming into {Complex Emotion} through the use of {Symbol}.,batch3_temporal
ff79f005dba58277f3066de6adc4ee6a,temporal_transformation,fits,,https://media.newyorker.com/photos/590979d8019dfc3494ea33cb/master/w_2560%2Cc_limit/Brody-Cinemas-Walking-Cure-02.jpg,"Step-by-step progression of {Subject} performing {Action}, shown in sequential frames across multiple phases.",batch3_temporal
ecaa7d8a1fdadef8f3220cbd6dd7451e,temporal_transformation,fits,,https://cdn.wonderfuldiy.com/wp-content/uploads/2014/08/Mini-Sausage-Wreath-F1.jpg,Transforming {Food Items} into artistic designs: a {Theme/Character} concept.,batch3_temporal
eba89b0d15181c0673ce4bd685585cf2,temporal_transformation,fits,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Acacia_senegal_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-004.jpg,"Detailed illustration of the life cycle and key characteristics of a {Plant}, showcasing its {Roots}, {Stem/Leaves}, {Flowers}, and {Fruits/Seeds}.",batch3_temporal
ed351b9840808a0601257cea646d6f9f,temporal_transformation,fits,,https://www.stylemotivation.com/wp-content/uploads/2013/07/Great-tutorials-for-gorgeous-hairstyles-32-620x387.jpg,"Step-by-step guide to styling {Hairstyle} with {Hair Product} and {Accessories}, showcasing the transformation from {Style 1} to {Final Look}.",batch3_temporal
e904143f44ac932184d3c1ccea64e6d2,temporal_transformation,fits,,https://i.pinimg.com/736x/54/aa/0d/54aa0d0ea61fc62ff520c6fbd7484824--baseball-bags-golf-room.jpg,"The transformation of {Recycled Material} into a functional {Object}, showcasing an innovative use for items with potential waste.",batch3_temporal
fc2bf3aab1dcf38bf64d3ec4913279b2,temporal_transformation,fits,,https://www.fabartdiy.com/wp-content/uploads/2014/10/Halloween-Spider-Cakes-f.jpg,"""Creative transformation of {Food Items} into artistic representations of {Animals}.""",batch3_temporal
f10bb6488ce56a1926a5c5683d50eb19,temporal_transformation,fits,,https://i2.wp.com/wonderfulathleticgear.com/wp-content/uploads/2019/06/apWQucmQU5w.jpg?resize=480%2C360&ssl=1,"Visual representation of {Body Part} in two states: {Condition 1} and {Condition 2}, showcasing the transformation achieved by {Factor}.",batch3_temporal
e31d31806494a38adfe38497166b4d27,temporal_transformation,boundary_reject,,https://i.pinimg.com/originals/18/9d/e7/189de7dfdab04b1cbeb501d5ed6783c1.jpg,"The process of designing {Character} includes multiple stages: initial sketches, refined outlines, and final detailed artwork.",batch3_temporal
f66cdd771f2f7cd83ce4427dd1579568,temporal_transformation,fits,,https://us.123rf.com/450wm/paveu/paveu1503/paveu150300009/37478858-vector-illustration-of-soy-bean-and-plants.jpg?ver=6,"The life cycle of {Plant} as it progresses from {Seed/Bulb} to {Bloom/Flower}, {Fruit/Seed Dispersal}, and {New Seeds/Seedlings}.",batch3_temporal
f7f2191179e226b24aa8a20d9297f0f5,compositional_formation,fits,,https://cdn.shopify.com/s/files/1/2297/0353/products/United-States-Map-Sticker_600x.jpg?v=1553216844,"An artistic depiction of {Region}'s iconic symbols and landmarks arranged within the map outline, highlighted by diverse {Color} and {Details}.",batch2_compositional
f3b7f230282e4d94752423bd1dd5cd24,compositional_formation,fits,,https://mangiarebuono.it/wp-content/uploads/2013/10/Fotolia_19415933_Subscription_Monthly_M.jpg,Creative use of {Food Items} to form a representation of {Terrain Features} on a plate.,batch2_compositional
e602b6e92f6c54573e1bb4ad48667e69,compositional_formation,fits,,http://cute-n-tiny.com/wp-content/uploads/2010/05/cute-penguin-bento-400x300.jpg,Imaginative food arrangements transforming {Ingredients} into recognizable {Shapes} or {Characters}.,batch2_compositional
e2c548634699e005593eff2f73406127,compositional_formation,fits,,https://cdn11.bigcommerce.com/s-t5mzvifm/images/stencil/760x760/products/472/685/1BACFPT42-a__53881.1463085504.jpg?c=2,"A {Tree} shape crafted from {Fruits}, with an array of {Colors} and {Types} arranged at the base.",batch2_compositional
ece780da732cddd0812c30257270852a,compositional_formation,fits,,https://media01.stockfood.com/previews/MjIzNDA4OA==/00186174-Food-collage-Vegetable-face-on-plate.jpg,"""Creative use of {Food Items} to form a {Face} with elements like {Eyes}, {Nose}, and {Mouth}.""",batch2_compositional
fa47ad7edf121b34a95477cd08191028,compositional_formation,fits,,http://ak1.ostkcdn.com/images/products/10240491/Kitten-Ice-Cream-Cone-Zip-around-Wallet-6f114edc-3528-490b-9496-ac8d38843e22_600.jpg,"A unique design of {Object} shaped like a stacked arrangement of {Variation 1}, {Variation 2}, and {Variation 3}.",batch2_compositional
fc243ea76c7c4291aee3296ea9949076,compositional_formation,fits,,https://us.123rf.com/450wm/madllen/madllen1303/madllen130300422/18545230-heart-healthy-of-fresh-shrimp-on-a-salad-lettuce-isolated-on-white-background.jpg,"A heart-shaped composition made with {Food Items}, emphasizing {Arrangement} and {Presentation}.",batch2_compositional
